,id,name,form,gen,type1,type2,stats,hp,attack,defense,sp_attack,sp_defense,speed,species,height_m,weight_kg,ability_0,ability_1,ability_hidden,ev_yield,catch_rate,growth_rate,egg_groups,male_percent,female_percent,egg_cycles,egg_steps,is_legendary,evo_1,evo_1_details,evo_2,evo_3,evo_2_details,evo_stage,evo_is_final
325,326,Grumpig,,3,psychic,,470,80,45,65,90,110,80,Manipulate Pokémon,0.9,71.5,Thick Fat,Thick Fat,Gluttony,2 Sp. Def,60,Fast,Field,50.0,50.0,20.0,5140.0,0,Spoink,Level 32,Grumpig,,,2.0,1
326,327,Spinda,,3,normal,,360,60,60,60,60,60,60,Spot Panda Pokémon,1.1,5.0,Own Tempo,Own Tempo,Contrary,1 Sp. Atk,255,Fast,"Field,Human-Like",50.0,50.0,15.0,3855.0,0,Spinda,,,,,1.0,1
327,328,Trapinch,,3,ground,,290,45,100,45,45,45,10,Ant Pit Pokémon,0.7,15.0,Hyper Cutter,Hyper Cutter,Sheer Force,1 Attack,255,Medium Slow,"Bug,Dragon",50.0,50.0,20.0,5140.0,0,Trapinch,Level 35,Vibrava,Flygon,Level 45,1.0,0
328,329,Vibrava,,3,ground,dragon,340,50,70,50,50,50,70,Vibration Pokémon,1.1,15.3,Levitate,,,"1 Attack, 1 Speed",120,Medium Slow,"Bug,Dragon",50.0,50.0,20.0,5140.0,0,Trapinch,Level 35,Vibrava,Flygon,Level 45,2.0,0
329,330,Flygon,,3,ground,dragon,520,80,100,80,80,80,100,Mystic Pokémon,2.0,82.0,Levitate,,,"1 Attack, 2 Speed",45,Medium Slow,"Bug,Dragon",50.0,50.0,20.0,5140.0,0,Trapinch,Level 35,Vibrava,Flygon,Level 45,3.0,1
330,331,Cacnea,,3,grass,,335,50,85,40,85,40,35,Cactus Pokémon,0.4,51.3,Sand Veil,,Water Absorb,1 Sp. Atk,190,Medium Slow,"Grass,Human-Like",50.0,50.0,20.0,5140.0,0,Cacnea,Level 32,Cacturne,,,1.0,0
331,332,Cacturne,,3,grass,dark,475,70,115,60,115,60,55,Scarecrow Pokémon,1.3,77.4,Sand Veil,,Water Absorb,"1 Attack, 1 Sp. Atk",60,Medium Slow,"Grass,Human-Like",50.0,50.0,20.0,5140.0,0,Cacnea,Level 32,Cacturne,,,2.0,1
332,333,Swablu,,3,normal,flying,310,45,40,60,40,75,50,Cotton Bird Pokémon,0.4,1.2,Natural Cure,,Cloud Nine,1 Sp. Def,255,Erratic,"Dragon,Flying",50.0,50.0,20.0,5140.0,0,Swablu,Level 35,Altaria,,,1.0,0
333,334,Altaria,,3,dragon,flying,490,75,70,90,70,105,80,Humming Pokémon,1.1,20.6,Natural Cure,,Cloud Nine,2 Sp. Def,45,Erratic,"Dragon,Flying",50.0,50.0,20.0,5140.0,0,Swablu,Level 35,Altaria,,,2.0,1
334,335,Zangoose,,3,normal,,458,73,115,60,60,60,90,Cat Ferret Pokémon,1.3,40.3,Immunity,,Toxic Boost,2 Attack,90,Erratic,Field,50.0,50.0,20.0,5140.0,0,Zangoose,,,,,1.0,1
335,336,Seviper,,3,poison,,458,73,100,60,100,60,65,Fang Snake Pokémon,2.7,52.5,Shed Skin,,Infiltrator,"1 Attack, 1 Sp. Atk",90,Fluctuating,"Dragon,Field",50.0,50.0,20.0,5140.0,0,Seviper,,,,,1.0,1
336,337,Lunatone,,3,rock,psychic,460,90,55,65,95,85,70,Meteorite Pokémon,1.0,168.0,Levitate,,,2 Sp. Atk,45,Fast,Mineral,,,25.0,6425.0,0,Lunatone,,,,,1.0,1
337,338,Solrock,,3,rock,psychic,460,90,95,85,55,65,70,Meteorite Pokémon,1.2,154.0,Levitate,,,2 Attack,45,Fast,Mineral,,,25.0,6425.0,0,Solrock,,,,,1.0,1
338,339,Barboach,,3,water,ground,288,50,48,43,46,41,60,Whiskers Pokémon,0.4,1.9,Oblivious,Oblivious,Hydration,1 HP,190,Medium Fast,Water 2,50.0,50.0,20.0,5140.0,0,Barboach,Level 30,Whiscash,,,1.0,0
339,340,Whiscash,,3,water,ground,468,110,78,73,76,71,60,Whiskers Pokémon,0.9,23.6,Oblivious,Oblivious,Hydration,2 HP,75,Medium Fast,Water 2,50.0,50.0,20.0,5140.0,0,Barboach,Level 30,Whiscash,,,2.0,1
340,341,Corphish,,3,water,,308,43,80,65,50,35,35,Ruffian Pokémon,0.6,11.5,Hyper Cutter,Hyper Cutter,Adaptability,1 Attack,205,Fluctuating,"Water 1,Water 3",50.0,50.0,15.0,3855.0,0,Corphish,Level 30,Crawdaunt,,,1.0,0
341,342,Crawdaunt,,3,water,dark,468,63,120,85,90,55,55,Rogue Pokémon,1.1,32.8,Hyper Cutter,Hyper Cutter,Adaptability,2 Attack,155,Fluctuating,"Water 1,Water 3",50.0,50.0,15.0,3855.0,0,Corphish,Level 30,Crawdaunt,,,2.0,1
342,343,Baltoy,,3,ground,psychic,300,40,40,55,40,70,55,Clay Doll Pokémon,0.5,21.5,Levitate,,,1 Sp. Def,255,Medium Fast,Mineral,,,20.0,5140.0,0,Baltoy,Level 36,Claydol,,,1.0,0
343,344,Claydol,,3,ground,psychic,500,60,70,105,70,120,75,Clay Doll Pokémon,1.5,108.0,Levitate,,,2 Sp. Def,90,Medium Fast,Mineral,,,20.0,5140.0,0,Baltoy,Level 36,Claydol,,,2.0,1
344,345,Lileep,,3,rock,grass,355,66,41,77,61,87,23,Sea Lily Pokémon,1.0,23.8,Suction Cups,,Storm Drain,1 Sp. Def,45,Erratic,Water 3,87.5,12.5,30.0,7710.0,0,Lileep,Level 40,Cradily,,,1.0,0
345,346,Cradily,,3,rock,grass,495,86,81,97,81,107,43,Barnacle Pokémon,1.5,60.4,Suction Cups,,Storm Drain,2 Sp. Def,45,Erratic,Water 3,87.5,12.5,30.0,7710.0,0,Lileep,Level 40,Cradily,,,2.0,1
346,347,Anorith,,3,rock,bug,355,45,95,50,40,50,75,Old Shrimp Pokémon,0.7,12.5,Battle Armor,,Swift Swim,1 Attack,45,Erratic,Water 3,87.5,12.5,30.0,7710.0,0,Anorith,Level 40,Armaldo,,,1.0,0
347,348,Armaldo,,3,rock,bug,495,75,125,100,70,80,45,Plate Pokémon,1.5,68.2,Battle Armor,,Swift Swim,2 Attack,45,Erratic,Water 3,87.5,12.5,30.0,7710.0,0,Anorith,Level 40,Armaldo,,,2.0,1
348,349,Feebas,,3,water,,200,20,15,20,10,55,80,Fish Pokémon,0.6,7.4,Swift Swim,Swift Swim,Adaptability,1 Speed,255,Erratic,"Dragon,Water 1",50.0,50.0,20.0,5140.0,0,Feebas,"trade holding Prism Scale, or level up with max Beauty",Milotic,,,1.0,0
349,350,Milotic,,3,water,,540,95,60,79,100,125,81,Tender Pokémon,6.2,162.0,Marvel Scale,Marvel Scale,Cute Charm,2 Sp. Def,60,Erratic,"Dragon,Water 1",50.0,50.0,20.0,5140.0,0,Feebas,"trade holding Prism Scale, or level up with max Beauty",Milotic,,,2.0,1
350,351,Castform,,3,normal,,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8,Forecast,,,1 HP,45,Medium Fast,"Amorphous,Fairy",50.0,50.0,25.0,6425.0,0,Castform,,,,,1.0,1
351,351,Castform,Sunny Form,3,fire,,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8,Forecast,,,1 HP,45,Medium Fast,"Amorphous,Fairy",50.0,50.0,25.0,6425.0,0,Castform,,,,,1.0,1
352,351,Castform,Rainy Form,3,water,,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8,Forecast,,,1 HP,45,Medium Fast,"Amorphous,Fairy",50.0,50.0,25.0,6425.0,0,Castform,,,,,1.0,1
353,351,Castform,Snowy Form,3,ice,,420,70,70,70,70,70,70,Weather Pokémon,0.3,0.8,Forecast,,,1 HP,45,Medium Fast,"Amorphous,Fairy",50.0,50.0,25.0,6425.0,0,Castform,,,,,1.0,1
354,352,Kecleon,,3,normal,,440,60,90,70,60,120,40,Color Swap Pokémon,1.0,22.0,Color Change,,Protean,1 Sp. Def,200,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Kecleon,,,,,1.0,1
355,353,Shuppet,,3,ghost,,295,44,75,35,63,33,45,Puppet Pokémon,0.6,2.3,Insomnia,Insomnia,Cursed Body,1 Attack,225,Fast,Amorphous,50.0,50.0,25.0,6425.0,0,Shuppet,Level 37,Banette,,,1.0,0
356,354,Banette,,3,ghost,,455,64,115,65,83,63,65,Marionette Pokémon,1.1,12.5,Insomnia,Insomnia,Cursed Body,2 Attack,45,Fast,Amorphous,50.0,50.0,25.0,6425.0,0,Shuppet,Level 37,Banette,,,2.0,1
357,355,Duskull,,3,ghost,,295,20,40,90,30,90,25,Requiem Pokémon,0.8,15.0,Levitate,,Frisk,1 Sp. Def,190,Fast,Amorphous,50.0,50.0,25.0,6425.0,0,Duskull,Level 37,Dusclops,Dusknoir,trade holding Reaper Cloth,1.0,0
358,356,Dusclops,,3,ghost,,455,40,70,130,60,130,25,Beckon Pokémon,1.6,30.6,Pressure,,Frisk,"1 Defense, 1 Sp. Def",90,Fast,Amorphous,50.0,50.0,25.0,6425.0,0,Duskull,Level 37,Dusclops,Dusknoir,trade holding Reaper Cloth,2.0,0
359,357,Tropius,,3,grass,flying,460,99,68,83,72,87,51,Fruit Pokémon,2.0,100.0,Chlorophyll,Chlorophyll,Harvest,2 HP,200,Slow,"Grass,Monster",50.0,50.0,25.0,6425.0,0,Tropius,,,,,1.0,1
360,358,Chimecho,,3,psychic,,455,75,50,80,95,90,65,Wind Chime Pokémon,0.6,1.0,Levitate,,,"1 Sp. Atk, 1 Sp. Def",45,Fast,Amorphous,50.0,50.0,25.0,6425.0,0,Chingling,"high Friendship, Nighttime",Chimecho,,,2.0,1
361,359,Absol,,3,dark,,465,65,130,60,75,60,75,Disaster Pokémon,1.2,47.0,Pressure,Pressure,Justified,2 Attack,30,Medium Slow,Field,50.0,50.0,25.0,6425.0,0,Absol,,,,,1.0,1
362,360,Wynaut,,3,psychic,,260,95,23,48,23,48,23,Bright Pokémon,0.6,14.0,Shadow Tag,,Telepathy,1 HP,125,Medium Fast,Undiscovered,50.0,50.0,20.0,5140.0,0,Wynaut,Level 15,Wobbuffet,,,1.0,0
363,361,Snorunt,,3,ice,,300,50,50,50,50,50,50,Snow Hat Pokémon,0.7,16.8,Inner Focus,Inner Focus,Moody,1 HP,190,Medium Fast,"Fairy,Mineral",50.0,50.0,20.0,5140.0,0,Snorunt,"use Dawn Stone, Female",Froslass,,,1.0,0
364,362,Glalie,,3,ice,,480,80,80,80,80,80,80,Face Pokémon,1.5,256.5,Inner Focus,Inner Focus,Moody,2 HP,75,Medium Fast,"Fairy,Mineral",50.0,50.0,20.0,5140.0,0,Snorunt,Level 42,Glalie,,,2.0,1
365,363,Spheal,,3,ice,water,290,70,40,50,55,50,25,Clap Pokémon,0.8,39.5,Thick Fat,Thick Fat,Oblivious,1 HP,255,Medium Slow,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Spheal,Level 32,Sealeo,Walrein,Level 44,1.0,0
366,364,Sealeo,,3,ice,water,410,90,60,70,75,70,45,Ball Roll Pokémon,1.1,87.6,Thick Fat,Thick Fat,Oblivious,2 HP,120,Medium Slow,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Spheal,Level 32,Sealeo,Walrein,Level 44,2.0,0
367,365,Walrein,,3,ice,water,530,110,80,90,95,90,65,Ice Break Pokémon,1.4,150.6,Thick Fat,Thick Fat,Oblivious,3 HP,45,Medium Slow,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Spheal,Level 32,Sealeo,Walrein,Level 44,3.0,1
368,366,Clamperl,,3,water,,345,35,64,85,74,55,32,Bivalve Pokémon,0.4,52.5,Shell Armor,,Rattled,1 Defense,255,Erratic,Water 1,50.0,50.0,20.0,5140.0,0,Clamperl,trade holding Deep Sea Scale,Gorebyss,,,1.0,0
369,367,Huntail,,3,water,,485,55,104,105,94,75,52,Deep Sea Pokémon,1.7,27.0,Swift Swim,,Water Veil,"1 Attack, 1 Defense",60,Erratic,Water 1,50.0,50.0,20.0,5140.0,0,Clamperl,trade holding Deep Sea Tooth,Huntail,,,2.0,1
370,368,Gorebyss,,3,water,,485,55,84,105,114,75,52,South Sea Pokémon,1.8,22.6,Swift Swim,,Hydration,2 Sp. Atk,60,Erratic,Water 1,50.0,50.0,20.0,5140.0,0,Clamperl,trade holding Deep Sea Scale,Gorebyss,,,2.0,1
371,369,Relicanth,,3,water,rock,485,100,90,130,45,65,55,Longevity Pokémon,1.0,23.4,Swift Swim,Swift Swim,Sturdy,"1 HP, 1 Defense",25,Slow,"Water 1,Water 2",87.5,12.5,40.0,10280.0,0,Relicanth,,,,,1.0,1
372,370,Luvdisc,,3,water,,330,43,30,55,40,65,97,Rendezvous Pokémon,0.6,8.7,Swift Swim,,Hydration,1 Speed,225,Fast,Water 2,25.0,75.0,20.0,5140.0,0,Luvdisc,,,,,1.0,1
373,371,Bagon,,3,dragon,,300,45,75,60,40,30,50,Rock Head Pokémon,0.6,42.1,Rock Head,,Sheer Force,1 Attack,45,Slow,Dragon,50.0,50.0,40.0,10280.0,0,Bagon,Level 30,Shelgon,Salamence,Level 50,1.0,0
374,372,Shelgon,,3,dragon,,420,65,95,100,60,50,50,Endurance Pokémon,1.1,110.5,Rock Head,,Overcoat,2 Defense,45,Slow,Dragon,50.0,50.0,40.0,10280.0,0,Bagon,Level 30,Shelgon,Salamence,Level 50,2.0,0
375,373,Salamence,,3,dragon,flying,600,95,135,80,110,80,100,Dragon Pokémon,1.5,102.6,Intimidate,,Moxie,3 Attack,45,Slow,Dragon,50.0,50.0,40.0,10280.0,0,Bagon,Level 30,Shelgon,Salamence,Level 50,3.0,1
376,374,Beldum,,3,steel,psychic,300,40,55,80,35,60,30,Iron Ball Pokémon,0.6,95.2,Clear Body,,Light Metal,1 Defense,3,Slow,Mineral,,,40.0,10280.0,0,Beldum,Level 20,Metang,Metagross,Level 45,1.0,0
377,375,Metang,,3,steel,psychic,420,60,75,100,55,80,50,Iron Claw Pokémon,1.2,202.5,Clear Body,,Light Metal,2 Defense,3,Slow,Mineral,,,40.0,10280.0,0,Beldum,Level 20,Metang,Metagross,Level 45,2.0,0
378,376,Metagross,,3,steel,psychic,600,80,135,130,95,90,70,Iron Leg Pokémon,1.6,550.0,Clear Body,,Light Metal,3 Defense,3,Slow,Mineral,,,40.0,10280.0,0,Beldum,Level 20,Metang,Metagross,Level 45,3.0,1
379,377,Regirock,,3,rock,,580,80,100,200,50,100,50,Rock Peak Pokémon,1.7,230.0,Clear Body,,Sturdy,3 Defense,3,Slow,Undiscovered,,,80.0,20560.0,1,Regirock,,,,,1.0,1
380,378,Regice,,3,ice,,580,80,50,100,100,200,50,Iceberg Pokémon,1.8,175.0,Clear Body,,Ice Body,3 Sp. Def,3,Slow,Undiscovered,,,80.0,20560.0,1,Regice,,,,,1.0,1
381,379,Registeel,,3,steel,,580,80,75,150,75,150,50,Iron Pokémon,1.9,205.0,Clear Body,,Light Metal,"2 Defense, 1 Sp. Def",3,Slow,Undiscovered,,,80.0,20560.0,1,Registeel,,,,,1.0,1
382,380,Latias,,3,dragon,psychic,600,80,80,90,110,130,110,Eon Pokémon,1.4,40.0,Levitate,,,3 Sp. Def,3,Slow,Undiscovered,0.0,100.0,120.0,30840.0,1,Latias,,,,,1.0,1
383,381,Latios,,3,dragon,psychic,600,80,90,80,130,110,110,Eon Pokémon,2.0,60.0,Levitate,,,3 Sp. Atk,3,Slow,Undiscovered,100.0,0.0,120.0,30840.0,1,Latios,,,,,1.0,1
384,382,Kyogre,,3,water,,670,100,100,90,150,140,90,Sea Basin Pokémon,4.5,352.0,Drizzle,,,3 Sp. Atk,3,Slow,Undiscovered,,,120.0,30840.0,1,Kyogre,,,,,1.0,1
385,383,Groudon,,3,ground,,670,100,150,140,100,90,90,Continent Pokémon,3.5,950.0,Drought,,,3 Attack,3,Slow,Undiscovered,,,120.0,30840.0,1,Groudon,,,,,1.0,1
386,384,Rayquaza,,3,dragon,flying,680,105,150,90,150,90,95,Sky High Pokémon,7.0,206.5,Air Lock,,,"2 Attack, 1 Sp. Atk",45,Slow,Undiscovered,,,120.0,30840.0,1,Rayquaza,,,,,1.0,1
387,385,Jirachi,,3,steel,psychic,600,100,100,100,100,100,100,Wish Pokémon,0.3,1.1,Serene Grace,,,3 HP,3,Slow,Undiscovered,,,120.0,30840.0,1,Jirachi,,,,,1.0,1
388,386,Deoxys,Normal Forme,3,psychic,,600,50,150,50,150,50,150,DNA Pokémon,1.7,60.8,Pressure,,,"1 Attack, 1 Sp. Atk, 1 Speed",3,Slow,Undiscovered,,,120.0,30840.0,1,Deoxys,,,,,1.0,1
389,386,Deoxys,Attack Forme,3,psychic,,600,50,180,20,180,20,150,DNA Pokémon,1.7,60.8,Pressure,,,"1 Attack, 1 Sp. Atk, 1 Speed",3,Slow,Undiscovered,,,120.0,30840.0,1,Deoxys,,,,,1.0,1
390,386,Deoxys,Defense Forme,3,psychic,,600,50,70,160,70,160,90,DNA Pokémon,1.7,60.8,Pressure,,,"1 Attack, 1 Sp. Atk, 1 Speed",3,Slow,Undiscovered,,,120.0,30840.0,1,Deoxys,,,,,1.0,1
391,386,Deoxys,Speed Forme,3,psychic,,600,50,95,90,95,90,180,DNA Pokémon,1.7,60.8,Pressure,,,"1 Attack, 1 Sp. Atk, 1 Speed",3,Slow,Undiscovered,,,120.0,30840.0,1,Deoxys,,,,,1.0,1
392,387,Turtwig,,4,grass,,318,55,68,64,45,55,31,Tiny Leaf Pokémon,0.4,10.2,Overgrow,,Shell Armor,1 Attack,45,Medium Slow,"Grass,Monster",87.5,12.5,20.0,5140.0,0,Turtwig,Level 18,Grotle,Torterra,Level 32,1.0,0
393,388,Grotle,,4,grass,,405,75,89,85,55,65,36,Grove Pokémon,1.1,97.0,Overgrow,,Shell Armor,"1 Attack, 1 Defense",45,Medium Slow,"Grass,Monster",87.5,12.5,20.0,5140.0,0,Turtwig,Level 18,Grotle,Torterra,Level 32,2.0,0
394,389,Torterra,,4,grass,ground,525,95,109,105,75,85,56,Continent Pokémon,2.2,310.0,Overgrow,,Shell Armor,"2 Attack, 1 Defense",45,Medium Slow,"Grass,Monster",87.5,12.5,20.0,5140.0,0,Turtwig,Level 18,Grotle,Torterra,Level 32,3.0,1
395,390,Chimchar,,4,fire,,309,44,58,44,58,44,61,Chimp Pokémon,0.5,6.2,Blaze,,Iron Fist,1 Speed,45,Medium Slow,"Field,Human-Like",87.5,12.5,20.0,5140.0,0,Chimchar,Level 14,Monferno,Infernape,Level 36,1.0,0
396,391,Monferno,,4,fire,fighting,405,64,78,52,78,52,81,Playful Pokémon,0.9,22.0,Blaze,,Iron Fist,"1 Sp. Atk, 1 Speed",45,Medium Slow,"Field,Human-Like",87.5,12.5,20.0,5140.0,0,Chimchar,Level 14,Monferno,Infernape,Level 36,2.0,0
397,392,Infernape,,4,fire,fighting,534,76,104,71,104,71,108,Flame Pokémon,1.2,55.0,Blaze,,Iron Fist,"1 Attack, 1 Sp. Atk, 1 Speed",45,Medium Slow,"Field,Human-Like",87.5,12.5,20.0,5140.0,0,Chimchar,Level 14,Monferno,Infernape,Level 36,3.0,1
398,393,Piplup,,4,water,,314,53,51,53,61,56,40,Penguin Pokémon,0.4,5.2,Torrent,,Defiant,1 Sp. Atk,45,Medium Slow,"Field,Water 1",87.5,12.5,20.0,5140.0,0,Piplup,Level 16,Prinplup,Empoleon,Level 36,1.0,0
399,394,Prinplup,,4,water,,405,64,66,68,81,76,50,Penguin Pokémon,0.8,23.0,Torrent,,Defiant,2 Sp. Atk,45,Medium Slow,"Field,Water 1",87.5,12.5,20.0,5140.0,0,Piplup,Level 16,Prinplup,Empoleon,Level 36,2.0,0
400,395,Empoleon,,4,water,steel,530,84,86,88,111,101,60,Emperor Pokémon,1.7,84.5,Torrent,,Defiant,3 Sp. Atk,45,Medium Slow,"Field,Water 1",87.5,12.5,20.0,5140.0,0,Piplup,Level 16,Prinplup,Empoleon,Level 36,3.0,1
401,396,Starly,,4,normal,flying,245,40,55,30,30,30,60,Starling Pokémon,0.3,2.0,Keen Eye,,Reckless,1 Speed,255,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Starly,Level 14,Staravia,Staraptor,Level 34,1.0,0
402,397,Staravia,,4,normal,flying,340,55,75,50,40,40,80,Starling Pokémon,0.6,15.5,Intimidate,,Reckless,2 Speed,120,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Starly,Level 14,Staravia,Staraptor,Level 34,2.0,0
403,398,Staraptor,,4,normal,flying,485,85,120,70,50,60,100,Predator Pokémon,1.2,24.9,Intimidate,,Reckless,3 Attack,45,Medium Slow,Flying,50.0,50.0,15.0,3855.0,0,Starly,Level 14,Staravia,Staraptor,Level 34,3.0,1
404,399,Bidoof,,4,normal,,250,59,45,40,35,40,31,Plump Mouse Pokémon,0.5,20.0,Simple,Simple,Moody,1 HP,255,Medium Fast,"Field,Water 1",50.0,50.0,15.0,3855.0,0,Bidoof,Level 15,Bibarel,,,1.0,0
405,400,Bibarel,,4,normal,water,410,79,85,60,55,60,71,Beaver Pokémon,1.0,31.5,Simple,Simple,Moody,2 Attack,127,Medium Fast,"Field,Water 1",50.0,50.0,15.0,3855.0,0,Bidoof,Level 15,Bibarel,,,2.0,1
406,401,Kricketot,,4,bug,,194,37,25,41,25,41,25,Cricket Pokémon,0.3,2.2,Shed Skin,,Run Away,1 Defense,255,Medium Slow,Bug,50.0,50.0,15.0,3855.0,0,Kricketot,Level 10,Kricketune,,,1.0,0
407,402,Kricketune,,4,bug,,384,77,85,51,55,51,65,Cricket Pokémon,1.0,25.5,Swarm,,Technician,2 Attack,45,Medium Slow,Bug,50.0,50.0,15.0,3855.0,0,Kricketot,Level 10,Kricketune,,,2.0,1
408,403,Shinx,,4,electric,,263,45,65,34,40,34,45,Flash Pokémon,0.5,9.5,Rivalry,Rivalry,Guts,1 Attack,235,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Shinx,Level 15,Luxio,Luxray,Level 30,1.0,0
409,404,Luxio,,4,electric,,363,60,85,49,60,49,60,Spark Pokémon,0.9,30.5,Rivalry,Rivalry,Guts,2 Attack,120,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Shinx,Level 15,Luxio,Luxray,Level 30,2.0,0
410,405,Luxray,,4,electric,,523,80,120,79,95,79,70,Gleam Eyes Pokémon,1.4,42.0,Rivalry,Rivalry,Guts,3 Attack,45,Medium Slow,Field,50.0,50.0,20.0,5140.0,0,Shinx,Level 15,Luxio,Luxray,Level 30,3.0,1
411,406,Budew,,4,grass,poison,280,40,30,35,50,70,55,Bud Pokémon,0.2,1.2,Natural Cure,Natural Cure,Leaf Guard,1 Sp. Atk,255,Medium Slow,Undiscovered,50.0,50.0,20.0,5140.0,0,Budew,"high Friendship, Daytime",Roselia,Roserade,use Shiny Stone,1.0,0
412,407,Roserade,,4,grass,poison,515,60,70,65,125,105,90,Bouquet Pokémon,0.9,14.5,Natural Cure,Natural Cure,Technician,3 Sp. Atk,75,Medium Slow,"Fairy,Grass",50.0,50.0,20.0,5140.0,0,Budew,"high Friendship, Daytime",Roselia,Roserade,use Shiny Stone,3.0,1
413,408,Cranidos,,4,rock,,350,67,125,40,30,30,58,Head Butt Pokémon,0.9,31.5,Mold Breaker,,Sheer Force,1 Attack,45,Erratic,Monster,87.5,12.5,30.0,7710.0,0,Cranidos,Level 30,Rampardos,,,1.0,0
414,409,Rampardos,,4,rock,,495,97,165,60,65,50,58,Head Butt Pokémon,1.6,102.5,Mold Breaker,,Sheer Force,2 Attack,45,Erratic,Monster,87.5,12.5,30.0,7710.0,0,Cranidos,Level 30,Rampardos,,,2.0,1
415,410,Shieldon,,4,rock,steel,350,30,42,118,42,88,30,Shield Pokémon,0.5,57.0,Sturdy,,Soundproof,1 Defense,45,Erratic,Monster,87.5,12.5,30.0,7710.0,0,Shieldon,Level 30,Bastiodon,,,1.0,0
416,411,Bastiodon,,4,rock,steel,495,60,52,168,47,138,30,Shield Pokémon,1.3,149.5,Sturdy,,Soundproof,2 Defense,45,Erratic,Monster,87.5,12.5,30.0,7710.0,0,Shieldon,Level 30,Bastiodon,,,2.0,1
417,412,Burmy,Plant Cloak,4,bug,,224,40,29,45,29,45,36,Bagworm Pokémon,0.2,3.4,Shed Skin,,Overcoat,1 Sp. Def,120,Medium Fast,Bug,50.0,50.0,15.0,3855.0,0,Burmy,"Level 20, Female, in grass",Wormadam,,,1.0,0
418,413,Wormadam,Plant Cloak,4,bug,grass,424,60,59,85,79,105,36,Bagworm Pokémon,0.5,6.5,Anticipation,,Overcoat,2 Sp. Def,45,Medium Fast,Bug,0.0,100.0,15.0,3855.0,0,Burmy,"Level 20, Female, in grass",Wormadam,,,2.0,1
419,413,Wormadam,Sandy Cloak,4,bug,ground,424,60,79,105,59,85,36,Bagworm Pokémon,0.5,6.5,Anticipation,,Overcoat,2 Sp. Def,45,Medium Fast,Bug,0.0,100.0,15.0,3855.0,0,Burmy,"Level 20, Female, in caves",Wormadam,,,2.0,1
420,413,Wormadam,Trash Cloak,4,bug,steel,424,60,69,95,69,95,36,Bagworm Pokémon,0.5,6.5,Anticipation,,Overcoat,2 Sp. Def,45,Medium Fast,Bug,0.0,100.0,15.0,3855.0,0,Burmy,"Level 20, Female, in buildings",Wormadam,,,2.0,1
421,414,Mothim,,4,bug,flying,424,70,94,50,94,50,66,Moth Pokémon,0.9,23.3,Swarm,,Tinted Lens,"1 Attack, 1 Sp. Atk",45,Medium Fast,Bug,100.0,0.0,15.0,3855.0,0,Burmy,"Level 20, Male",Mothim,,,2.0,1
422,415,Combee,,4,bug,flying,244,30,30,42,30,42,70,Tiny Bee Pokémon,0.3,5.5,Honey Gather,,Hustle,1 Speed,120,Medium Slow,Bug,87.5,12.5,15.0,3855.0,0,Combee,"Level 21, Female",Vespiquen,,,1.0,0
423,416,Vespiquen,,4,bug,flying,474,70,80,102,80,102,40,Beehive Pokémon,1.2,38.5,Pressure,,Unnerve,"1 Defense, 1 Sp. Def",45,Medium Slow,Bug,0.0,100.0,15.0,3855.0,0,Combee,"Level 21, Female",Vespiquen,,,2.0,1
424,417,Pachirisu,,4,electric,,405,60,45,70,45,90,95,EleSquirrel Pokémon,0.4,3.9,Run Away,Run Away,Volt Absorb,1 Speed,200,Medium Fast,"Fairy,Field",50.0,50.0,10.0,2570.0,0,Pachirisu,,,,,1.0,1
425,418,Buizel,,4,water,,330,55,65,35,60,30,85,Sea Weasel Pokémon,0.7,29.5,Swift Swim,,Water Veil,1 Speed,190,Medium Fast,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Buizel,Level 26,Floatzel,,,1.0,0
426,419,Floatzel,,4,water,,495,85,105,55,85,50,115,Sea Weasel Pokémon,1.1,33.5,Swift Swim,,Water Veil,2 Speed,75,Medium Fast,"Field,Water 1",50.0,50.0,20.0,5140.0,0,Buizel,Level 26,Floatzel,,,2.0,1
427,420,Cherubi,,4,grass,,275,45,35,45,62,53,35,Cherry Pokémon,0.4,3.3,Chlorophyll,,,1 Sp. Atk,190,Medium Fast,"Fairy,Grass",50.0,50.0,20.0,5140.0,0,Cherubi,Level 25,Cherrim,,,1.0,0
428,421,Cherrim,,4,grass,,450,70,60,70,87,78,85,Blossom Pokémon,0.5,9.3,Flower Gift,,,2 Sp. Atk,75,Medium Fast,"Fairy,Grass",50.0,50.0,20.0,5140.0,0,Cherubi,Level 25,Cherrim,,,2.0,1
